chrom	pos	strand	cov	percent_mod
JBJJSR010000001.1	1257493	-	256	78.0
JBJJSR010000001.1	1257609	+	279	2.45
JBJJSR010000001.1	1257722	+	282	70.0
JBJJSR010000001.1	1258618	-	313	95.0
JBJJSR010000001.1	1259515	-	334	1.47
JBJJSR010000001.1	1259531	-	239	1.24
JBJJSR010000001.1	1259600	-	334	4.57
JBJJSR010000001.1	1260263	-	302	66.0
JBJJSR010000001.1	1260350	-	228	87.0
JBJJSR010000001.1	1260354	+	289	1.03
JBJJSR010000001.1	1260374	+	255	78.0
JBJJSR010000001.1	1260649	+	275	72.0
JBJJSR010000001.1	1260716	-	301	4.75
JBJJSR010000001.1	1260749	+	300	66.0
JBJJSR010000001.1	1261218	+	305	97.0
JBJJSR010000001.1	1261506	+	296	67.0
JBJJSR010000001.1	1262128	-	296	3.27
JBJJSR010000001.1	1262602	-	289	1.03
JBJJSR010000001.1	1262697	+	258	1.15
JBJJSR010000001.1	1262706	+	304	1.62
JBJJSR010000001.1	1262760	+	287	69.0
JBJJSR010000001.1	1262940	+	291	68.0
JBJJSR010000001.1	1263249	+	317	1.85
JBJJSR010000001.1	1263430	+	284	70.0
JBJJSR010000001.1	1263963	-	17	77.92
JBJJSR010000001.1	1263965	+	17	92.92
JBJJSR010000001.1	1264508	-	234	2.9
JBJJSR010000001.1	1264655	+	322	62.0
JBJJSR010000001.1	1264676	+	333	89.0
JBJJSR010000001.1	1264788	+	289	1.03
JBJJSR010000001.1	1265724	-	338	1.46
JBJJSR010000001.1	1265778	+	354	1.39
JBJJSR010000001.1	1265878	-	371	1.07
JBJJSR010000001.1	1266047	+	325	91.0
JBJJSR010000001.1	1266806	-	349	1.13
JBJJSR010000001.1	1267055	-	5	98.24
JBJJSR010000001.1	1267057	+	30	70.3
JBJJSR010000001.1	1267058	-	304	1.3
JBJJSR010000001.1	1267115	-	312	1.58
JBJJSR010000001.1	1267799	+	339	4.24
JBJJSR010000001.1	1268256	+	239	81.0
JBJJSR010000001.1	1268522	+	326	2.1
JBJJSR010000001.1	1268883	-	264	75.0
JBJJSR010000001.1	1268989	-	305	65.0
JBJJSR010000001.1	1269333	-	306	97.0
JBJJSR010000001.1	1269719	+	323	92.0
JBJJSR010000001.1	1269956	+	353	2.22
JBJJSR010000001.1	1270057	-	29	87.55
JBJJSR010000001.1	1270059	+	7	97.94
JBJJSR010000001.1	1270148	+	379	78.0
JBJJSR010000001.1	1270164	-	4	98.73
JBJJSR010000001.1	1270166	+	12	96.52
JBJJSR010000001.1	1270281	-	8	96.92
JBJJSR010000001.1	1270283	+	12	96.05
JBJJSR010000001.1	1270778	-	350	85.0
JBJJSR010000001.1	1270862	+	319	3.63
JBJJSR010000001.1	1271045	+	291	68.0
JBJJSR010000001.1	1271315	+	255	78.0
JBJJSR010000001.1	1271876	+	357	1.65
JBJJSR010000001.1	1272086	-	11	96.73
JBJJSR010000001.1	1272088	+	25	89.27
JBJJSR010000001.1	1272297	-	350	1.69
JBJJSR010000001.1	1272962	+	297	100.0
JBJJSR010000001.1	1273640	+	305	97.0
JBJJSR010000001.1	1273764	-	291	68.0
JBJJSR010000001.1	1274796	-	303	97.0
JBJJSR010000001.1	1274805	+	316	2.46
JBJJSR010000001.1	1274974	+	341	1.16
JBJJSR010000001.1	1275122	+	306	96.0
JBJJSR010000001.1	1275690	+	375	2.09
JBJJSR010000001.1	1276024	-	363	1.62
JBJJSR010000001.1	1276126	+	281	1.06
JBJJSR010000001.1	1276153	+	330	60.0
JBJJSR010000001.1	1276200	-	329	60.0
JBJJSR010000001.1	1276335	+	284	70.0
JBJJSR010000001.1	1276755	+	333	3.2
JBJJSR010000001.1	1277536	-	292	68.0
JBJJSR010000001.1	1277630	-	326	1.8
JBJJSR010000001.1	1277896	+	305	65.0
JBJJSR010000001.1	1278988	-	288	2.04
JBJJSR010000001.1	1279111	-	23	91.7
JBJJSR010000001.1	1279113	+	20	93.57
JBJJSR010000001.1	1279293	+	313	63.0
JBJJSR010000001.1	1279356	+	290	68.0
JBJJSR010000001.1	1279941	+	329	2.95
JBJJSR010000001.1	1280198	-	274	7.12
JBJJSR010000001.1	1280295	-	362	1.63
JBJJSR010000001.1	1280522	+	355	1.11
JBJJSR010000001.1	1280615	+	297	67.0
JBJJSR010000001.1	1281058	-	349	2.24
JBJJSR010000001.1	1281152	+	372	1.59
JBJJSR010000001.1	1281195	-	24	4.0
JBJJSR010000001.1	1281336	-	293	1.01
JBJJSR010000001.1	1281642	+	275	1.08
JBJJSR010000001.1	1281673	+	326	1.81
JBJJSR010000001.1	1282122	-	325	91.0
JBJJSR010000001.1	1282167	-	316	63.0
JBJJSR010000001.1	1282181	+	263	75.0
JBJJSR010000001.1	1282287	-	334	3.19
JBJJSR010000001.1	1282289	+	304	65.0
JBJJSR010000001.1	1282863	+	296	100.0
JBJJSR010000001.1	1282879	-	26	3.7
JBJJSR010000001.1	1283400	+	245	79.0
JBJJSR010000001.1	1283606	-	375	1.32
JBJJSR010000001.1	1283908	-	311	1.89
JBJJSR010000001.1	1284342	-	374	1.06
JBJJSR010000001.1	1284545	-	383	1.54
JBJJSR010000001.1	1284666	+	21	4.55
JBJJSR010000001.1	1284746	+	322	62.0
JBJJSR010000001.1	1284772	-	220	2.18
JBJJSR010000001.1	1285240	-	339	2.31
JBJJSR010000001.1	1285329	+	348	2.79
JBJJSR010000001.1	1285365	+	326	61.0
JBJJSR010000001.1	1285692	+	321	1.83
JBJJSR010000001.1	1285898	-	389	3.23
JBJJSR010000001.1	1285956	-	255	1.92
JBJJSR010000001.1	1286136	+	333	60.0
JBJJSR010000001.1	1286770	+	266	1.11
JBJJSR010000001.1	1286849	-	383	78.0
JBJJSR010000001.1	1287269	-	334	89.0
JBJJSR010000001.1	1287441	-	380	1.04
JBJJSR010000001.1	1287526	-	240	1.23
JBJJSR010000001.1	1287808	+	301	99.0
JBJJSR010000001.1	1288052	+	324	61.0
JBJJSR010000001.1	1288255	+	322	62.0
JBJJSR010000001.1	1288529	-	289	69.0
JBJJSR010000001.1	1288828	-	274	72.0
JBJJSR010000001.1	1289360	+	369	81.0
JBJJSR010000001.1	1289542	-	328	91.0
JBJJSR010000001.1	1289999	+	278	3.81
JBJJSR010000001.1	1290472	+	384	1.54
JBJJSR010000001.1	1290728	-	12	94.87
JBJJSR010000001.1	1290730	+	6	98.21
JBJJSR010000001.1	1290817	-	361	82.0
JBJJSR010000001.1	1291305	-	319	62.0
JBJJSR010000001.1	1291797	-	326	91.0
JBJJSR010000001.1	1291840	+	321	62.0
JBJJSR010000001.1	1292113	+	302	98.0
JBJJSR010000001.1	1292169	+	317	1.25
JBJJSR010000001.1	1292762	+	141	70.0
JBJJSR010000001.1	1292763	-	13	95.34
JBJJSR010000001.1	1292765	+	47	71.26
JBJJSR010000001.1	1293558	-	316	63.0
JBJJSR010000001.1	1293919	-	326	2.97
JBJJSR010000001.1	1294090	+	305	65.0
JBJJSR010000001.1	1294091	+	242	3.2
JBJJSR010000001.1	1294152	+	202	1.46
JBJJSR010000001.1	1294186	-	330	60.0
JBJJSR010000001.1	1294745	-	10	93.21
JBJJSR010000001.1	1294747	+	8	95.92
JBJJSR010000001.1	1294912	+	320	93.0
JBJJSR010000001.1	1295068	-	7	94.49
JBJJSR010000001.1	1295070	+	8	97.6
JBJJSR010000001.1	1295297	+	112	2.44
JBJJSR010000001.1	1296453	-	370	80.0
JBJJSR010000001.1	1296836	-	299	66.0
JBJJSR010000001.1	1296944	-	332	60.0
JBJJSR010000001.1	1297051	-	322	62.0
JBJJSR010000001.1	1297148	-	315	94.0
JBJJSR010000001.1	1297252	-	15	93.95
JBJJSR010000001.1	1297254	+	12	96.01
JBJJSR010000001.1	1297276	-	202	1.93
JBJJSR010000001.1	1297303	-	47	79.2
JBJJSR010000001.1	1297305	+	16	94.98
JBJJSR010000001.1	1297484	-	322	62.0
JBJJSR010000001.1	1297495	-	340	87.0
JBJJSR010000001.1	1297597	-	22	85.53
JBJJSR010000001.1	1297599	+	64	78.01
JBJJSR010000001.1	1297679	-	343	87.0
JBJJSR010000001.1	1297987	+	293	68.0
JBJJSR010000001.1	1298000	+	21	4.55
JBJJSR010000001.1	1298558	+	351	85.0
JBJJSR010000001.1	1298822	-	290	68.0
JBJJSR010000001.1	1298857	-	325	61.0
JBJJSR010000001.1	1299591	+	329	90.0
JBJJSR010000001.1	1299899	-	10	95.15
JBJJSR010000001.1	1299901	+	10	95.65
JBJJSR010000001.1	1299937	+	335	1.18
JBJJSR010000001.1	1299992	-	276	1.08
JBJJSR010000001.1	1299994	-	298	67.0
JBJJSR010000001.1	1300167	-	28	6.67
JBJJSR010000001.1	1300328	-	18	92.53
JBJJSR010000001.1	1300330	+	14	95.77
JBJJSR010000001.1	1300367	-	265	1.12
JBJJSR010000001.1	1300506	-	285	70.0
JBJJSR010000001.1	1301152	+	368	1.34
JBJJSR010000001.1	1301153	-	300	66.0
JBJJSR010000001.1	1302055	+	350	2.23
JBJJSR010000001.1	1302173	-	278	1.07
JBJJSR010000001.1	1302220	+	295	100.0
JBJJSR010000001.1	1302587	-	13	94.63
JBJJSR010000001.1	1302589	+	17	94.08
JBJJSR010000001.1	1302648	-	271	2.52
JBJJSR010000001.1	1302848	-	303	66.0
JBJJSR010000001.1	1302850	+	325	61.0
JBJJSR010000001.1	1303070	-	288	1.03
JBJJSR010000001.1	1303155	+	321	62.0
JBJJSR010000001.1	1303361	+	31	3.12
JBJJSR010000001.1	1303448	-	315	1.87
JBJJSR010000001.1	1303469	-	268	1.11
JBJJSR010000001.1	1303508	-	10	96.35
JBJJSR010000001.1	1303510	+	20	91.84
JBJJSR010000001.1	1304492	+	317	63.0
JBJJSR010000001.1	1304535	+	355	1.11
JBJJSR010000001.1	1304593	+	357	1.11
JBJJSR010000001.1	1304686	-	17	91.98
JBJJSR010000001.1	1304688	+	25	90.78
JBJJSR010000001.1	1304707	-	299	66.0
JBJJSR010000001.1	1304710	-	261	76.0
JBJJSR010000001.1	1304826	-	300	66.0
JBJJSR010000001.1	1304958	+	347	1.42
JBJJSR010000001.1	1304985	+	315	1.56
JBJJSR010000001.1	1305156	+	339	88.0
JBJJSR010000001.1	1305455	-	12	94.03
JBJJSR010000001.1	1305457	+	10	96.38
JBJJSR010000001.1	1305793	-	6	96.63
JBJJSR010000001.1	1305795	+	8	97.14
JBJJSR010000001.1	1305946	+	335	89.0
JBJJSR010000001.1	1306023	+	307	1.6
JBJJSR010000001.1	1306061	+	303	65.0
JBJJSR010000001.1	1306266	-	307	65.0
JBJJSR010000001.1	1306283	-	317	63.0
JBJJSR010000001.1	1306937	+	304	1.3
JBJJSR010000001.1	1307670	-	6	96.83
JBJJSR010000001.1	1307672	+	13	94.69
JBJJSR010000001.1	1307673	-	263	75.0
JBJJSR010000001.1	1307714	-	288	2.36
JBJJSR010000001.1	1308618	+	353	2.75
JBJJSR010000001.1	1309018	-	328	61.0
JBJJSR010000001.1	1309099	-	9	96.41
JBJJSR010000001.1	1309101	+	5	98.48
JBJJSR010000001.1	1309461	+	29	3.33
JBJJSR010000001.1	1309984	+	254	78.0
JBJJSR010000001.1	1310046	+	152	65.0
JBJJSR010000001.1	1310404	-	293	68.0
JBJJSR010000001.1	1310553	-	9	96.09
JBJJSR010000001.1	1310555	+	31	88.26
JBJJSR010000001.1	1310786	+	323	1.52
JBJJSR010000001.1	1312845	-	334	60.0
JBJJSR010000001.1	1313205	-	13	95.36
JBJJSR010000001.1	1313207	+	22	90.61
JBJJSR010000001.1	1313505	-	310	96.0
JBJJSR010000001.1	1313742	-	340	87.0
JBJJSR010000001.1	1313852	+	331	60.0
JBJJSR010000001.1	1314606	+	378	2.07
JBJJSR010000001.1	1315118	-	14	95.12
JBJJSR010000001.1	1315120	+	42	86.48
JBJJSR010000001.1	1315151	+	235	84.0
JBJJSR010000001.1	1315304	+	303	97.0
JBJJSR010000001.1	1315339	+	306	4.29
JBJJSR010000001.1	1315724	+	327	61.0
JBJJSR010000001.1	1315725	-	7	97.55
JBJJSR010000001.1	1315727	+	24	91.35
JBJJSR010000001.1	1315812	-	322	62.0
JBJJSR010000001.1	1316604	-	322	92.0
JBJJSR010000001.1	1316650	+	322	62.0
JBJJSR010000001.1	1316653	+	346	1.14
JBJJSR010000001.1	1316940	-	329	60.0
JBJJSR010000001.1	1317097	-	307	65.0
JBJJSR010000001.1	1317283	+	387	77.0
JBJJSR010000001.1	1318046	-	329	60.0
JBJJSR010000001.1	1318048	+	367	1.08
JBJJSR010000001.1	1318151	+	373	2.1
JBJJSR010000001.1	1318209	+	354	1.67
JBJJSR010000001.1	1319142	-	333	60.0
JBJJSR010000001.1	1319341	+	205	1.85
JBJJSR010000001.1	1319747	-	289	68.0
JBJJSR010000001.1	1319758	+	284	70.0
JBJJSR010000001.1	1319823	-	318	1.24
JBJJSR010000001.1	1320023	+	361	1.1
JBJJSR010000001.1	1320200	+	273	72.0
JBJJSR010000001.1	1320250	+	326	91.0
JBJJSR010000001.1	1320350	-	367	3.17
JBJJSR010000001.1	1320393	-	330	60.0
JBJJSR010000001.1	1320613	+	323	61.0
JBJJSR010000001.1	1320614	-	312	94.0
JBJJSR010000001.1	1320774	-	348	85.0
JBJJSR010000001.1	1320800	-	318	62.0
JBJJSR010000001.1	1321023	-	319	1.24
JBJJSR010000001.1	1321368	+	296	100.0
JBJJSR010000001.1	1321415	+	333	60.0
JBJJSR010000001.1	1322123	-	353	3.29
JBJJSR010000001.1	1322450	-	292	1.02
JBJJSR010000001.1	1323043	+	306	1.6
JBJJSR010000001.1	1323626	-	330	60.0
JBJJSR010000001.1	1324498	+	26	3.57
JBJJSR010000001.1	1325140	-	330	60.0
JBJJSR010000001.1	1325178	-	283	70.0
JBJJSR010000001.1	1325180	+	260	2.26
JBJJSR010000001.1	1325292	+	263	75.0
JBJJSR010000001.1	1325398	+	314	95.0
JBJJSR010000001.1	1325677	+	333	60.0
JBJJSR010000001.1	1325716	-	289	1.02
JBJJSR010000001.1	1325735	-	301	2.27
JBJJSR010000001.1	1326289	-	309	64.0
JBJJSR010000001.1	1326366	-	17	94.31
JBJJSR010000001.1	1326368	+	6	97.97
JBJJSR010000001.1	1326404	-	333	60.0
JBJJSR010000001.1	1326879	-	364	82.0
JBJJSR010000001.1	1326984	+	282	70.0
JBJJSR010000001.1	1327752	-	9	97.4
JBJJSR010000001.1	1327754	+	15	95.1
JBJJSR010000001.1	1327849	+	278	71.0
JBJJSR010000001.1	1327934	-	364	1.62
JBJJSR010000001.1	1327943	-	26	89.06
JBJJSR010000001.1	1327945	+	28	86.67
JBJJSR010000001.1	1327946	-	224	1.32
JBJJSR010000001.1	1328267	-	347	85.0
JBJJSR010000001.1	1328738	+	326	61.0
JBJJSR010000001.1	1328849	-	358	83.0
JBJJSR010000001.1	1328855	+	322	62.0
JBJJSR010000001.1	1328908	-	342	87.0
JBJJSR010000001.1	1329093	+	319	1.54
JBJJSR010000001.1	1329116	+	330	60.0
JBJJSR010000001.1	1329450	-	351	3.31
JBJJSR010000001.1	1330367	+	279	1.41
JBJJSR010000001.1	1330467	-	334	60.0
JBJJSR010000001.1	1330537	-	108	51.13
JBJJSR010000001.1	1330539	+	130	51.67
JBJJSR010000001.1	1330540	-	8	95.88
JBJJSR010000001.1	1330542	+	43	84.7
JBJJSR010000001.1	1331015	-	14	95.71
JBJJSR010000001.1	1331017	+	18	92.24
JBJJSR010000001.1	1331705	-	34	2.86
JBJJSR010000001.1	1331832	-	297	1.98
JBJJSR010000001.1	1332394	-	318	1.85
JBJJSR010000001.1	1332537	+	327	1.21
JBJJSR010000001.1	1332847	+	261	75.0
JBJJSR010000001.1	1333317	-	280	71.0
JBJJSR010000001.1	1333683	-	314	1.26
JBJJSR010000001.1	1333961	+	328	2.09
JBJJSR010000001.1	1334254	-	278	71.0
JBJJSR010000001.1	1334432	+	19	5.0
JBJJSR010000001.1	1334967	-	280	71.0
JBJJSR010000001.1	1335414	-	305	65.0
JBJJSR010000001.1	1335513	-	307	97.0
JBJJSR010000001.1	1335973	+	228	2.56
JBJJSR010000001.1	1336790	-	17	92.38
JBJJSR010000001.1	1336792	+	9	96.81
JBJJSR010000001.1	1336837	+	325	61.0
JBJJSR010000001.1	1337856	-	8	95.91
JBJJSR010000001.1	1337858	+	11	95.2
JBJJSR010000001.1	1337859	-	263	75.0
JBJJSR010000001.1	1338704	+	273	72.0
JBJJSR010000001.1	1338789	+	196	1.01
JBJJSR010000001.1	1339356	-	319	62.0
JBJJSR010000001.1	1339575	+	304	98.0
JBJJSR010000001.1	1339685	-	311	64.0
JBJJSR010000001.1	1339756	-	267	74.0
JBJJSR010000001.1	1340560	-	310	96.0
JBJJSR010000001.1	1340596	+	267	74.0
JBJJSR010000001.1	1341058	+	309	64.0
JBJJSR010000001.1	1341088	+	315	94.0
JBJJSR010000001.1	1341295	+	291	68.0
JBJJSR010000001.1	1341638	-	245	1.99
JBJJSR010000001.1	1341875	+	321	1.23
JBJJSR010000001.1	1342643	-	9	96.1
JBJJSR010000001.1	1342645	+	4	98.53
JBJJSR010000001.1	1342718	+	335	1.47
JBJJSR010000001.1	1343075	-	254	4.12
JBJJSR010000001.1	1343077	+	306	97.0
JBJJSR010000001.1	1343629	+	341	1.73
JBJJSR010000001.1	1343878	+	325	61.0
JBJJSR010000001.1	1343893	-	283	70.0
JBJJSR010000001.1	1344073	-	38	2.56
JBJJSR010000001.1	1344119	+	322	62.0
JBJJSR010000001.1	1344178	+	307	65.0
JBJJSR010000001.1	1344545	-	314	95.0
JBJJSR010000001.1	1344577	-	332	1.19
JBJJSR010000001.1	1344781	+	329	1.2
JBJJSR010000001.1	1344831	-	305	65.0
JBJJSR010000001.1	1344978	-	326	1.51
JBJJSR010000001.1	1345194	+	257	77.0
JBJJSR010000001.1	1345530	-	269	74.0
JBJJSR010000001.1	1345762	-	317	63.0
JBJJSR010000001.1	1346136	-	316	63.0
JBJJSR010000001.1	1346374	+	310	64.0
JBJJSR010000001.1	1346396	+	245	1.2
JBJJSR010000001.1	1347031	-	320	62.0
JBJJSR010000001.1	1347696	+	336	1.75
JBJJSR010000001.1	1347777	-	10	96.59
JBJJSR010000001.1	1347779	+	9	97.02
JBJJSR010000001.1	1347864	+	331	2.36
JBJJSR010000001.1	1347934	+	314	63.0
JBJJSR010000001.1	1348273	+	297	67.0
JBJJSR010000001.1	1348354	+	265	1.12
JBJJSR010000001.1	1348429	+	292	1.68
JBJJSR010000001.1	1348520	+	320	62.0
JBJJSR010000001.1	1348557	+	340	1.45
JBJJSR010000001.1	1348673	-	25	87.8
JBJJSR010000001.1	1348675	+	28	83.91
JBJJSR010000001.1	1348699	+	327	61.0
JBJJSR010000001.1	1348813	+	283	70.0
JBJJSR010000001.1	1348919	+	300	2.27
JBJJSR010000001.1	1349422	+	319	1.24
JBJJSR010000001.1	1349430	+	261	2.25
JBJJSR010000001.1	1349727	+	313	1.26
JBJJSR010000001.1	1349770	-	313	95.0
JBJJSR010000001.1	1349878	-	325	1.81
JBJJSR010000001.1	1350138	+	283	1.05
JBJJSR010000001.1	1350195	-	341	1.16
JBJJSR010000001.1	1350306	+	298	66.0
JBJJSR010000001.1	1350375	-	255	1.16
JBJJSR010000001.1	1350688	-	330	60.0
JBJJSR010000001.1	1350690	+	327	1.51
JBJJSR010000001.1	1350774	+	295	67.0
JBJJSR010000001.1	1350795	-	289	69.0
JBJJSR010000001.1	1350949	-	135	1.46
JBJJSR010000001.1	1351417	-	325	61.0
JBJJSR010000001.1	1351499	+	283	70.0
JBJJSR010000001.1	1351917	-	332	60.0
JBJJSR010000001.1	1351985	-	301	2.9
JBJJSR010000001.1	1352374	+	278	71.0
JBJJSR010000001.1	1352521	-	287	69.0
JBJJSR010000001.1	1352572	+	292	68.0
JBJJSR010000001.1	1352578	-	12	94.74
JBJJSR010000001.1	1352580	+	9	96.98
JBJJSR010000001.1	1352604	+	330	1.2
JBJJSR010000001.1	1352631	+	189	1.04
JBJJSR010000001.1	1352647	+	263	75.0
JBJJSR010000001.1	1352794	+	329	90.0
JBJJSR010000001.1	1352836	-	14	94.91
JBJJSR010000001.1	1352838	+	12	94.69
JBJJSR010000001.1	1353655	+	321	62.0
JBJJSR010000001.1	1354500	+	377	79.0
JBJJSR010000001.1	1354664	+	383	78.0
JBJJSR010000001.1	1354719	-	334	89.0
JBJJSR010000001.1	1355099	+	253	2.32
JBJJSR010000001.1	1355391	-	337	1.46
JBJJSR010000001.1	1355451	-	8	97.1
JBJJSR010000001.1	1355453	+	8	97.42
JBJJSR010000001.1	1355535	-	316	63.0
JBJJSR010000001.1	1355682	-	244	1.98
JBJJSR010000001.1	1355775	+	280	71.0
JBJJSR010000001.1	1355816	+	274	2.13
JBJJSR010000001.1	1356134	+	309	1.89
JBJJSR010000001.1	1357463	-	322	62.0
JBJJSR010000001.1	1357577	+	330	2.94
JBJJSR010000001.1	1357659	-	346	1.14
JBJJSR010000001.1	1357694	-	20	4.76
JBJJSR010000001.1	1357759	-	298	67.0
JBJJSR010000001.1	1358229	+	322	62.0
JBJJSR010000001.1	1358459	+	301	66.0
JBJJSR010000001.1	1358479	+	258	77.0
JBJJSR010000001.1	1358529	-	275	1.05
JBJJSR010000001.1	1358672	-	332	60.0
JBJJSR010000001.1	1358674	+	341	2.01
JBJJSR010000001.1	1359209	-	362	82.0
JBJJSR010000001.1	1359359	-	352	85.0
JBJJSR010000001.1	1359402	+	191	1.55
JBJJSR010000001.1	1359430	-	78	67.07
JBJJSR010000001.1	1359432	+	14	93.36
JBJJSR010000001.1	1359433	-	23	89.64
JBJJSR010000001.1	1359435	+	35	76.05
JBJJSR010000001.1	1359483	+	305	1.61
JBJJSR010000001.1	1359859	+	248	1.2
JBJJSR010000001.1	1359932	-	328	61.0
JBJJSR010000001.1	1360031	-	235	1.61
JBJJSR010000001.1	1360095	-	286	1.04
JBJJSR010000001.1	1360136	+	292	1.02
JBJJSR010000001.1	1360166	+	264	75.0
JBJJSR010000001.1	1360516	-	306	65.0
JBJJSR010000001.1	1360741	-	304	98.0
JBJJSR010000001.1	1360823	+	334	60.0
JBJJSR010000001.1	1360907	-	302	66.0
JBJJSR010000001.1	1361154	-	30	83.15
JBJJSR010000001.1	1361156	+	19	91.24
JBJJSR010000001.1	1361763	-	322	62.0
JBJJSR010000001.1	1361952	+	309	64.0
JBJJSR010000001.1	1362274	-	232	1.28
JBJJSR010000001.1	1362295	+	329	1.2
JBJJSR010000001.1	1362306	+	174	1.13
JBJJSR010000001.1	1362325	-	330	60.0
JBJJSR010000001.1	1362426	-	17	94.04
JBJJSR010000001.1	1362428	+	15	94.88
JBJJSR010000001.1	1362481	-	181	11.54
JBJJSR010000001.1	1362586	-	308	96.0
JBJJSR010000001.1	1362673	+	333	60.0
JBJJSR010000001.1	1362702	-	306	1.28
JBJJSR010000001.1	1362835	+	331	60.0
JBJJSR010000001.1	1363176	-	315	63.0
JBJJSR010000001.1	1363505	-	319	1.24
JBJJSR010000001.1	1363696	-	15	94.38
JBJJSR010000001.1	1363698	+	12	95.22
JBJJSR010000001.1	1363699	-	302	98.0
JBJJSR010000001.1	1364353	-	16	93.75
JBJJSR010000001.1	1364355	+	16	91.06
JBJJSR010000001.1	1364356	-	290	68.0
JBJJSR010000001.1	1364530	-	308	96.0
JBJJSR010000001.1	1364779	-	285	70.0
JBJJSR010000001.1	1364962	+	356	83.0
JBJJSR010000001.1	1365357	-	316	3.95
JBJJSR010000001.1	1365605	-	315	63.0
JBJJSR010000001.1	1366018	+	351	85.0
JBJJSR010000001.1	1366035	+	369	81.0
JBJJSR010000001.1	1366049	-	251	1.16
JBJJSR010000001.1	1366405	+	298	4.15
JBJJSR010000001.1	1366415	-	321	3.88
JBJJSR010000001.1	1366704	+	309	96.0
JBJJSR010000001.1	1367725	-	303	1.94
JBJJSR010000001.1	1368438	-	331	60.0
JBJJSR010000001.1	1368713	-	334	1.47
JBJJSR010000001.1	1369090	-	331	60.0
JBJJSR010000001.1	1369270	-	316	94.0
JBJJSR010000001.1	1369376	+	203	98.0
JBJJSR010000001.1	1370007	-	22	4.35
JBJJSR010000001.1	1370185	+	146	3.95
JBJJSR010000001.1	1370346	-	30	88.55
JBJJSR010000001.1	1370348	+	15	94.86
JBJJSR010000001.1	1370491	-	297	100.0
JBJJSR010000001.1	1370498	-	309	1.59
JBJJSR010000001.1	1370664	-	332	60.0
JBJJSR010000001.1	1370812	+	351	1.4
JBJJSR010000001.1	1371024	+	361	3.99
JBJJSR010000001.1	1371179	-	274	72.0
JBJJSR010000001.1	1371273	+	318	62.0
JBJJSR010000001.1	1371286	-	321	1.83
JBJJSR010000001.1	1371695	-	347	1.42
JBJJSR010000001.1	1371736	-	349	85.0
JBJJSR010000001.1	1372191	+	304	65.0
JBJJSR010000001.1	1372341	+	329	90.0
JBJJSR010000001.1	1372535	-	383	78.0
JBJJSR010000001.1	1372757	-	350	1.13
JBJJSR010000001.1	1372946	+	271	3.56
JBJJSR010000001.1	1372982	+	258	76.0
JBJJSR010000001.1	1373054	-	344	2.55
JBJJSR010000001.1	1373254	+	27	3.57
JBJJSR010000001.1	1373495	+	342	1.72
JBJJSR010000001.1	1373766	+	333	2.05
JBJJSR010000001.1	1373826	+	124	79.0
JBJJSR010000001.1	1374700	-	329	1.2
JBJJSR010000001.1	1375905	+	63	1.56
JBJJSR010000001.1	1375930	+	330	60.0
JBJJSR010000001.1	1376038	-	287	1.71
JBJJSR010000001.1	1376483	-	319	62.0
JBJJSR010000001.1	1376545	+	374	80.0
JBJJSR010000001.1	1376578	-	306	2.55
JBJJSR010000001.1	1376621	-	322	62.0
JBJJSR010000001.1	1376729	+	333	89.0
JBJJSR010000001.1	1377128	-	306	65.0
JBJJSR010000001.1	1377196	+	329	60.0
JBJJSR010000001.1	1377211	+	285	70.0
JBJJSR010000001.1	1377834	+	293	68.0
JBJJSR010000001.1	1377902	-	327	1.21
JBJJSR010000001.1	1378550	+	317	63.0
JBJJSR010000001.1	1378578	+	317	63.0
JBJJSR010000001.1	1379014	-	286	69.0
JBJJSR010000001.1	1379795	-	300	1.32
JBJJSR010000001.1	1379934	-	332	60.0
JBJJSR010000001.1	1380277	+	28	3.45
JBJJSR010000001.1	1380631	-	196	100.0
JBJJSR010000001.1	1380644	+	273	2.15
JBJJSR010000001.1	1380645	-	17	91.28
JBJJSR010000001.1	1380647	+	15	94.57
JBJJSR010000001.1	1380688	-	313	1.26
JBJJSR010000001.1	1380727	+	332	60.0
JBJJSR010000001.1	1380940	+	283	70.0
JBJJSR010000001.1	1381208	+	290	68.0
JBJJSR010000001.1	1381758	-	274	72.0
JBJJSR010000001.1	1382241	-	318	93.0
JBJJSR010000001.1	1382521	-	328	60.0
JBJJSR010000001.1	1382826	+	327	61.0
JBJJSR010000001.1	1383689	-	352	1.95
JBJJSR010000001.1	1384098	+	333	60.0
JBJJSR010000001.1	1384246	+	307	65.0
JBJJSR010000001.1	1384473	-	312	2.19
JBJJSR010000001.1	1384570	+	336	1.18
JBJJSR010000001.1	1384712	+	155	64.0
JBJJSR010000001.1	1384870	-	262	1.13
JBJJSR010000001.1	1385205	+	336	88.0
JBJJSR010000001.1	1385225	-	11	96.14
JBJJSR010000001.1	1385227	+	19	89.6
JBJJSR010000001.1	1385395	+	336	2.04
JBJJSR010000001.1	1385457	+	330	90.0
JBJJSR010000001.1	1385736	+	258	77.0
JBJJSR010000001.1	1386642	-	320	62.0
JBJJSR010000001.1	1387026	-	336	1.18
JBJJSR010000001.1	1387102	-	338	88.0
JBJJSR010000001.1	1387440	-	19	91.24
JBJJSR010000001.1	1387442	+	31	89.67
JBJJSR010000001.1	1388173	-	298	67.0
JBJJSR010000001.1	1388323	-	8	96.96
